ts,run_id,component,operation,metric,value_ms,program_id,service_id
1787097113866,1787097113-841043444-10438,integration_process,read,read_parse_ms,0.009000,2,health-registry-service
1787097113866,1787097113-841043444-10438,integration_process,read,decrypt_ms,0.000180,2,health-registry-service
1787097113866,1787097113-841043444-10438,integration_process,read,read_act_total_ms,25.675656,2,health-registry-service
1787097113873,1787097113-841043444-10438,digital_service,post,verifyCertificate_ms,0.004721,2,hospital-service
1787097113873,1787097113-841043444-10438,digital_service,post,decrypt_ms,0.004060,2,hospital-service
1787097113893,1787097113-841043444-10438,digital_service,post,storeLocalData_ms,19.219291,2,hospital-service
1787097113893,1787097113-841043444-10438,digital_service,post,post_total_ms,19.881464,2,hospital-service
1787097113904,1787097113-841043444-10438,integration_process,write,getServicePublicKey_ms,0.000060,2,hospital-service
1787097113904,1787097113-841043444-10438,integration_process,write,encrypt_ms,0.000279,2,hospital-service
1787097113904,1787097113-841043444-10438,integration_process,write,write_request_response_ms,38.025255,2,hospital-service
1787097113904,1787097113-841043444-10438,integration_process,write,write_act_total_ms,38.032355,2,hospital-service
1787097113911,1787097113-841043444-10438,digital_service,post,verifyCertificate_ms,0.004640,2,messaging-service
1787097113911,1787097113-841043444-10438,digital_service,post,decrypt_ms,0.004159,2,messaging-service
1787097113912,1787097113-841043444-10438,digital_service,post,storeLocalData_ms,0.506668,2,messaging-service
1787097113912,1787097113-841043444-10438,digital_service,post,post_total_ms,1.073260,2,messaging-service
1787097113923,1787097113-841043444-10438,integration_process,write,getServicePublicKey_ms,0.000060,2,messaging-service
1787097113923,1787097113-841043444-10438,integration_process,write,encrypt_ms,0.000380,2,messaging-service
1787097113923,1787097113-841043444-10438,integration_process,write,write_request_response_ms,19.041528,2,messaging-service
1787097113923,1787097113-841043444-10438,integration_process,write,write_act_total_ms,19.047668,2,messaging-service
1787097113924,1787097113-841043444-10438,integration_process,execute,execute_total_ms,82.949403,2,
1787097113939,1787097113-929256469-10439,digital_service,request,verifyCertificate_ms,0.004539,2,health-registry-service
1787097113943,1787097113-929256469-10439,digital_service,request,retrieveLocalData_ms,3.854975,2,health-registry-service
1787097113943,1787097113-929256469-10439,digital_service,request,encrypt_ms,0.004620,2,health-registry-service
1787097113943,1787097113-929256469-10439,digital_service,request,request_total_ms,4.505107,2,health-registry-service
1787097113954,1787097113-929256469-10439,integration_process,read,read_request_response_ms,25.673037,2,health-registry-service
1787097113955,1787097113-929256469-10439,integration_process,read,read_parse_ms,0.008739,2,health-registry-service
1787097113955,1787097113-929256469-10439,integration_process,read,decrypt_ms,0.000160,2,health-registry-service
1787097113955,1787097113-929256469-10439,integration_process,read,read_act_total_ms,25.692396,2,health-registry-service
1787097113961,1787097113-929256469-10439,digital_service,post,verifyCertificate_ms,0.005120,2,hospital-service
1787097113961,1787097113-929256469-10439,digital_service,post,decrypt_ms,0.004020,2,hospital-service
1787097113981,1787097113-929256469-10439,digital_service,post,storeLocalData_ms,19.186331,2,hospital-service
1787097113981,1787097113-929256469-10439,digital_service,post,post_total_ms,19.876585,2,hospital-service
1787097113993,1787097113-929256469-10439,integration_process,write,getServicePublicKey_ms,0.000060,2,hospital-service
1787097113993,1787097113-929256469-10439,integration_process,write,encrypt_ms,0.000260,2,hospital-service
1787097113993,1787097113-929256469-10439,integration_process,write,write_request_response_ms,37.990694,2,hospital-service
1787097113993,1787097113-929256469-10439,integration_process,write,write_act_total_ms,38.006934,2,hospital-service
1787097113999,1787097113-929256469-10439,digital_service,post,verifyCertificate_ms,0.004560,2,messaging-service
1787097114000,1787097113-929256469-10439,digital_service,post,decrypt_ms,0.004121,2,messaging-service
1787097114000,1787097113-929256469-10439,digital_service,post,storeLocalData_ms,0.523911,2,messaging-service
1787097114000,1787097113-929256469-10439,digital_service,post,post_total_ms,1.113702,2,messaging-service
1787097114012,1787097113-929256469-10439,integration_process,write,getServicePublicKey_ms,0.000080,2,messaging-service
1787097114012,1787097113-929256469-10439,integration_process,write,encrypt_ms,0.000400,2,messaging-service
1787097114012,1787097113-929256469-10439,integration_process,write,write_request_response_ms,19.194791,2,messaging-service
1787097114012,1787097113-929256469-10439,integration_process,write,write_act_total_ms,19.201111,2,messaging-service
1787097114012,1787097113-929256469-10439,integration_process,execute,execute_total_ms,83.093045,2,
1787097114027,1787097114-17613396-10440,digital_service,request,verifyCertificate_ms,0.004260,2,health-registry-service
1787097114031,1787097114-17613396-10440,digital_service,request,retrieveLocalData_ms,3.868314,2,health-registry-service
1787097114031,1787097114-17613396-10440,digital_service,request,encrypt_ms,0.004861,2,health-registry-service
1787097114031,1787097114-17613396-10440,digital_service,request,request_total_ms,4.528928,2,health-registry-service
1787097114043,1787097114-17613396-10440,integration_process,read,read_request_response_ms,25.745478,2,health-registry-service
1787097114043,1787097114-17613396-10440,integration_process,read,read_parse_ms,0.010300,2,health-registry-service
1787097114043,1787097114-17613396-10440,integration_process,read,decrypt_ms,0.000180,2,health-registry-service
1787097114043,1787097114-17613396-10440,integration_process,read,read_act_total_ms,25.766678,2,health-registry-service
1787097114050,1787097114-17613396-10440,digital_service,post,verifyCertificate_ms,0.004680,2,hospital-service
1787097114050,1787097114-17613396-10440,digital_service,post,decrypt_ms,0.004320,2,hospital-service
1787097114069,1787097114-17613396-10440,digital_service,post,storeLocalData_ms,19.256291,2,hospital-service
1787097114070,1787097114-17613396-10440,digital_service,post,post_total_ms,19.923385,2,hospital-service
1787097114081,1787097114-17613396-10440,integration_process,write,getServicePublicKey_ms,0.000060,2,hospital-service
1787097114081,1787097114-17613396-10440,integration_process,write,encrypt_ms,0.000260,2,hospital-service
1787097114081,1787097114-17613396-10440,integration_process,write,write_request_response_ms,38.094996,2,hospital-service
1787097114081,1787097114-17613396-10440,integration_process,write,write_act_total_ms,38.101696,2,hospital-service
1787097114088,1787097114-17613396-10440,digital_service,post,verifyCertificate_ms,0.004701,2,messaging-service
1787097114088,1787097114-17613396-10440,digital_service,post,decrypt_ms,0.004300,2,messaging-service
1787097114089,1787097114-17613396-10440,digital_service,post,storeLocalData_ms,0.549010,2,messaging-service
1787097114089,1787097114-17613396-10440,digital_service,post,post_total_ms,1.141023,2,messaging-service
1787097114100,1787097114-17613396-10440,integration_process,write,getServicePublicKey_ms,0.000080,2,messaging-service
1787097114100,1787097114-17613396-10440,integration_process,write,encrypt_ms,0.000440,2,messaging-service
1787097114100,1787097114-17613396-10440,integration_process,write,write_request_response_ms,19.196251,2,messaging-service
1787097114100,1787097114-17613396-10440,integration_process,write,write_act_total_ms,19.202531,2,messaging-service
1787097114100,1787097114-17613396-10440,integration_process,execute,execute_total_ms,83.288528,2,
1787097114115,1787097114-106135347-10441,digital_service,request,verifyCertificate_ms,0.004200,2,health-registry-service
1787097114119,1787097114-106135347-10441,digital_service,request,retrieveLocalData_ms,3.880015,2,health-registry-service
1787097114120,1787097114-106135347-10441,digital_service,request,encrypt_ms,0.004680,2,health-registry-service
1787097114120,1787097114-106135347-10441,digital_service,request,request_total_ms,4.542267,2,health-registry-service
1787097114131,1787097114-106135347-10441,integration_process,read,read_request_response_ms,25.656674,2,health-registry-service
1787097114131,1787097114-106135347-10441,integration_process,read,read_parse_ms,0.009542,2,health-registry-service
1787097114131,1787097114-106135347-10441,integration_process,read,decrypt_ms,0.000179,2,health-registry-service
1787097114131,1787097114-106135347-10441,integration_process,read,read_act_total_ms,25.676196,2,health-registry-service
1787097114138,1787097114-106135347-10441,digital_service,post,verifyCertificate_ms,0.005080,2,hospital-service
1787097114138,1787097114-106135347-10441,digital_service,post,decrypt_ms,0.004159,2,hospital-service
1787097114158,1787097114-106135347-10441,digital_service,post,storeLocalData_ms,19.231332,2,hospital-service
1787097114158,1787097114-106135347-10441,digital_service,post,post_total_ms,19.886703,2,hospital-service
1787097114169,1787097114-106135347-10441,integration_process,write,getServicePublicKey_ms,0.000060,2,hospital-service
1787097114169,1787097114-106135347-10441,integration_process,write,encrypt_ms,0.000259,2,hospital-service
1787097114169,1787097114-106135347-10441,integration_process,write,write_request_response_ms,38.027574,2,hospital-service
